"","ID","nLoans","Number_of_Loan","Start","Paid","Duration"
"1473",5898120995,10,3,2015-06-22,2015-06-27,5
"1474",5898120995,10,4,2015-06-27,2015-07-04,7
"1475",5898120995,10,5,2015-07-06,2015-07-13,7
"1476",5898120995,10,6,2015-07-13,2015-07-20,7
"1477",5898120995,10,7,2015-07-21,2015-07-28,7
"1478",5898120995,10,8,2015-07-28,2015-08-12,15
"1479",5898120995,10,9,2015-08-12,2015-08-19,7
"1480",5907430016,7,1,2015-05-26,2015-05-31,5
"1481",5907430016,7,2,2015-05-31,2015-06-07,7
"1482",5907430016,7,3,2015-06-07,2015-06-21,14
"1483",5907430016,7,4,2015-06-21,2015-07-09,18
"1484",5907430016,7,5,2015-07-09,2015-07-28,19
"1485",5907430016,7,6,2015-07-28,2015-08-15,18
"1486",5923715507,3,1,2015-02-07,2015-08-18,192
"1487",5935455253,2,1,2015-02-28,2015-03-14,14
"1488",5936413151,12,1,2015-03-26,2015-04-09,14
"1489",5936413151,12,2,2015-04-09,2015-04-23,14
"1490",5936413151,12,3,2015-04-24,2015-05-06,12
"1491",5936413151,12,4,2015-05-06,2015-05-20,14
"1492",5936413151,12,5,2015-05-20,2015-05-28,8
"1493",5936413151,12,6,2015-05-29,2015-06-08,10
"1494",5936413151,12,7,2015-06-08,2015-06-15,7
"1495",5936413151,12,8,2015-06-15,2015-06-23,8
"1496",5936413151,12,9,2015-06-23,2015-07-02,9
"1497",5936413151,12,10,2015-07-02,2015-07-16,14
"1498",5936413151,12,11,2015-07-16,2015-07-25,9
"1499",5945488348,2,1,2015-03-15,2015-04-03,19
"1500",5955541479,7,1,2015-03-06,2015-03-26,20
"1501",5955541479,7,2,2015-03-26,2015-04-09,14
"1502",5955541479,7,3,2015-04-09,2015-04-30,21
"1503",5955541479,7,4,2015-05-04,2015-06-05,32
"1504",5955541479,7,5,2015-06-09,2015-07-03,24
"1505",5955541479,7,6,2015-07-06,2015-08-06,31
"1506",5958277187,1,1,2015-04-16,2015-05-09,23
"1507",5979082957,1,1,2015-07-23,2015-08-06,14
"1508",5988618720,2,1,2015-03-09,2015-03-27,18
"1509",6013334660,3,1,2015-05-22,2015-06-01,10
"1510",6013334660,3,2,2015-06-01,2015-07-08,37
"1511",6015554652,7,1,2015-05-20,2015-05-27,7
"1512",6015554652,7,2,2015-05-27,2015-05-31,4
"1513",6015554652,7,3,2015-05-31,2015-06-12,12
"1514",6015554652,7,4,2015-06-12,2015-06-27,15
"1515",6015554652,7,5,2015-06-27,2015-07-11,14
"1516",6015554652,7,6,2015-07-11,2015-07-25,14
"1517",6025279345,2,1,2015-03-24,2015-04-09,16
"1518",6025279345,2,2,2015-05-16,2015-06-26,41
"1519",6033880411,10,1,2015-01-26,2015-02-13,18
"1520",6033880411,10,2,2015-02-14,2015-03-07,21
"1521",6033880411,10,3,2015-03-07,2015-03-28,21
"1522",6033880411,10,4,2015-03-28,2015-04-18,21
"1523",6033880411,10,5,2015-04-18,2015-05-07,19
"1524",6033880411,10,6,2015-05-07,2015-05-26,19
"1525",6033880411,10,7,2015-05-26,2015-06-13,18
"1526",6033880411,10,8,2015-06-13,2015-07-04,21
"1527",6033880411,10,9,2015-07-04,2015-07-25,21
"1528",6034981056,4,1,2015-04-26,2015-04-28,2
"1529",6034981056,4,2,2015-04-30,2015-05-06,6
"1530",6034981056,4,3,2015-05-06,2015-07-25,80
"1531",6053141354,1,1,2015-06-21,2015-08-19,59
"1532",6059655032,4,1,2015-07-22,2015-07-29,7
"1533",6059655032,4,2,2015-07-29,2015-07-30,1
"1534",6059655032,4,3,2015-07-30,2015-08-06,7
"1535",6060950564,7,1,2015-02-26,2015-03-19,21
"1536",6060950564,7,2,2015-03-19,2015-04-09,21
"1537",6060950564,7,3,2015-04-10,2015-04-30,20
"1538",6060950564,7,4,2015-05-04,2015-05-27,23
"1539",6060950564,7,5,2015-06-06,2015-06-27,21
"1540",6060950564,7,6,2015-07-04,2015-07-30,26
"1541",6100057929,1,1,2014-06-24,2014-07-14,20
"1542",6108121189,3,1,2015-04-03,2015-04-27,24
"1543",6108121189,3,2,2015-05-01,2015-05-01,0
"1544",6124720801,7,1,2015-03-29,2015-04-09,11
"1545",6124720801,7,2,2015-04-10,2015-04-28,18
"1546",6124720801,7,3,2015-05-15,2015-05-31,16
"1547",6124720801,7,4,2015-05-31,2015-06-20,20
"1548",6124720801,7,5,2015-07-07,2015-07-24,17
"1549",6124720801,7,6,2015-07-26,2015-08-13,18
"1550",6127043037,2,1,2015-06-19,2015-07-09,20
"1551",6127043037,2,2,2015-07-21,2015-08-09,19
"1552",6127719079,5,1,2015-05-04,2015-05-06,2
"1553",6127719079,5,2,2015-05-09,2015-06-04,26
"1554",6127719079,5,3,2015-06-12,2015-07-05,23
"1555",6127719079,5,4,2015-07-11,2015-08-04,24
"1556",6130454619,14,1,2014-08-30,2014-09-28,29
"1557",6130454619,14,2,2014-10-04,2014-10-17,13
"1558",6130454619,14,3,2014-10-18,2014-11-03,16
"1559",6130454619,14,4,2014-11-12,2014-12-27,45
"1560",6130454619,14,5,2014-12-27,2015-02-27,62
"1561",6130454619,14,6,2015-02-27,2015-03-04,5
"1562",6130454619,14,7,2015-03-04,2015-03-08,4
"1563",6130454619,14,8,2015-03-08,2015-03-11,3
"1564",6130454619,14,9,2015-03-11,2015-03-12,1
"1565",6130454619,14,10,2015-03-13,2015-03-27,14
"1566",6130454619,14,11,2015-03-27,2015-03-31,4
"1567",6130454619,14,12,2015-03-31,2015-04-10,10
"1568",6130454619,14,13,2015-04-10,2015-06-17,68
"1569",6133370972,7,1,2014-08-12,2014-09-02,21
"1570",6133370972,7,2,2014-09-04,2014-09-25,21
"1571",6133370972,7,3,2014-09-26,2014-10-15,19
"1572",6133370972,7,4,2014-10-15,2014-10-31,16
"1573",6133370972,7,5,2014-11-01,2014-11-23,22
"1574",6133370972,7,6,2014-11-26,2014-12-16,20
"1575",6171176971,2,1,2015-07-27,2015-08-09,13
"1576",6181698436,3,1,2015-05-19,2015-05-25,6
"1577",6181698436,3,2,2015-05-25,2015-06-12,18
"1578",6207451939,5,1,2015-04-01,2015-04-21,20
"1579",6207451939,5,2,2015-04-21,2015-05-06,15
"1580",6207451939,5,3,2015-05-06,2015-06-02,27
"1581",6207451939,5,4,2015-06-03,2015-07-02,29
"1582",6207451939,5,5,2015-07-02,2015-07-31,29
"1583",6240263090,4,1,2015-06-27,2015-07-08,11
"1584",6240263090,4,2,2015-07-08,2015-07-28,20
"1585",6240263090,4,3,2015-07-28,2015-08-11,14
"1586",6268509017,3,1,2014-09-23,2014-10-17,24
"1587",6268509017,3,2,2014-10-17,2014-11-04,18
"1588",6288962292,3,1,2015-05-04,2015-05-19,15
"1589",6288962292,3,2,2015-05-20,2015-06-12,23
"1590",6298599815,1,1,2015-07-15,2015-07-24,9
"1591",6307005446,3,1,2015-07-23,2015-07-30,7
"1592",6307005446,3,2,2015-07-31,2015-08-06,6
"1593",6307005446,3,3,2015-08-12,2015-08-18,6
"1594",6348357419,2,1,2015-07-03,2015-07-22,19
"1595",6356967879,3,1,2015-06-06,2015-06-25,19
"1596",6356967879,3,2,2015-07-04,2015-07-04,0
"1597",6374108329,1,1,2015-03-28,2015-04-18,21
"1598",6374813065,6,1,2015-07-02,2015-07-14,12
"1599",6374813065,6,2,2015-07-14,2015-07-21,7
"1600",6374813065,6,3,2015-07-22,2015-07-28,6
"1601",6374813065,6,4,2015-07-30,2015-08-06,7
"1602",6374813065,6,5,2015-08-06,2015-08-17,11
"1603",6386473095,16,1,2014-06-15,2014-07-01,16
"1604",6386473095,16,2,2014-07-01,2014-07-22,21
"1605",6386473095,16,3,2014-07-22,2014-08-07,16
"1606",6386473095,16,4,2014-08-07,2014-08-27,20
"1607",6386473095,16,5,2014-08-27,2014-09-17,21
"1608",6386473095,16,6,2014-09-17,2014-10-03,16
"1609",6386473095,16,7,2014-10-03,2014-10-24,21
"1610",6386473095,16,8,2014-10-25,2014-12-06,42
"1611",6386473095,16,9,2014-12-06,2014-12-24,18
"1612",6386473095,16,10,2014-12-24,2015-01-21,28
"1613",6386473095,16,11,2015-01-21,2015-02-11,21
"1614",6386473095,16,12,2015-02-13,2015-04-06,52
"1615",6386473095,16,13,2015-04-07,2015-06-05,59
"1616",6386473095,16,14,2015-06-05,2015-07-11,36
"1617",6386473095,16,15,2015-07-11,2015-08-05,25
"1618",6386601342,5,1,2015-06-01,2015-06-17,16
"1619",6386601342,5,2,2015-07-02,2015-07-17,15
"1620",6386601342,5,3,2015-07-17,2015-07-25,8
"1621",6386601342,5,4,2015-07-26,2015-08-05,10
"1622",6408292681,2,1,2015-06-27,2015-07-18,21
"1623",6425890823,3,1,2015-05-29,2015-06-19,21
"1624",6425890823,3,2,2015-06-20,2015-06-28,8
"1625",6430736429,2,1,2015-07-13,2015-07-30,17
"1626",6448249622,3,1,2015-05-29,2015-06-26,28
"1627",6448249622,3,2,2015-06-26,2015-07-07,11
"1628",6480595561,4,1,2015-05-11,2015-05-31,20
"1629",6480595561,4,2,2015-06-08,2015-06-27,19
"1630",6480595561,4,3,2015-06-28,2015-07-17,19
"1631",6480595561,4,4,2015-07-21,2015-08-11,21
"1632",6488838004,5,1,2015-04-01,2015-04-13,12
"1633",6488838004,5,2,2015-04-14,2015-05-04,20
"1634",6488838004,5,3,2015-05-04,2015-05-28,24
"1635",6488838004,5,4,2015-05-28,2015-06-23,26
"1636",6491386882,2,1,2015-03-19,2015-04-09,21
"1637",6491386882,2,2,2015-06-20,2015-07-11,21
"1638",6504272298,4,1,2015-07-28,2015-08-05,8
"1639",6504272298,4,2,2015-08-06,2015-08-13,7
"1640",6504272298,4,3,2015-08-13,2015-08-13,0
"1641",6507014956,2,1,2015-04-02,2015-04-13,11
"1642",6525704875,2,1,2014-10-22,2014-11-17,26
"1643",6527431008,2,1,2015-04-25,2015-05-13,18
"1644",6527431008,2,2,2015-05-13,2015-07-19,67
"1645",6540024121,6,1,2015-06-13,2015-06-21,8
"1646",6540024121,6,2,2015-06-22,2015-06-24,2
"1647",6540024121,6,3,2015-06-25,2015-07-10,15
"1648",6540024121,6,4,2015-07-10,2015-07-23,13
"1649",6540024121,6,5,2015-07-24,2015-07-29,5
"1650",6540127756,3,1,2015-07-13,2015-07-23,10
"1651",6540127756,3,2,2015-07-23,2015-08-05,13
"1652",6572992960,7,1,2015-04-21,2015-04-26,5
"1653",6572992960,7,2,2015-04-26,2015-05-13,17
"1654",6572992960,7,3,2015-05-13,2015-05-30,17
"1655",6572992960,7,4,2015-05-30,2015-06-20,21
"1656",6572992960,7,5,2015-06-20,2015-07-09,19
"1657",6572992960,7,6,2015-07-09,2015-08-06,28
"1658",6581882246,3,1,2015-03-25,2015-03-31,6
"1659",6581882246,3,2,2015-04-01,2015-04-10,9
"1660",6587788348,3,1,2015-06-21,2015-07-10,19
"1661",6587788348,3,2,2015-07-10,2015-08-01,22
"1662",6604669502,4,1,2015-06-08,2015-06-24,16
"1663",6604669502,4,2,2015-06-24,2015-06-29,5
"1664",6604669502,4,3,2015-06-29,2015-07-14,15
"1665",6617821797,3,1,2015-05-30,2015-06-01,2
"1666",6617821797,3,2,2015-06-09,2015-06-23,14
"1667",6617821797,3,3,2015-06-26,2015-07-17,21
"1668",6640166679,2,1,2015-07-29,2015-08-13,15
"1669",6666930711,3,1,2015-05-21,2015-06-11,21
"1670",6666930711,3,2,2015-06-23,2015-07-30,37
"1671",6674177866,2,1,2015-06-17,2015-06-24,7
"1672",6674177866,2,2,2015-07-08,2015-07-28,20
"1673",6687103750,5,1,2015-01-21,2015-02-04,14
"1674",6687103750,5,2,2015-02-12,2015-02-28,16
"1675",6687103750,5,3,2015-03-01,2015-03-06,5
"1676",6687103750,5,4,2015-03-07,2015-04-28,52
"1677",6724414152,1,1,2015-03-25,2015-04-21,27
"1678",6754950264,4,1,2014-12-16,2014-12-23,7
"1679",6754950264,4,2,2015-01-05,2015-01-28,23
"1680",6754950264,4,3,2015-02-10,2015-03-08,26
"1681",6754950264,4,4,2015-03-20,2015-04-06,17
"1682",6766803957,3,1,2015-06-29,2015-08-02,34
"1683",6766803957,3,2,2015-08-03,2015-08-09,6
"1684",6768006410,2,1,2015-01-26,2015-02-15,20
"1685",6768500803,2,1,2015-07-27,2015-08-04,8
"1686",6819782604,4,1,2015-06-14,2015-07-08,24
"1687",6819782604,4,2,2015-07-10,2015-08-01,22
"1688",6819782604,4,3,2015-08-01,2015-08-18,17
"1689",6825205022,2,1,2015-07-21,2015-08-11,21
"1690",6825768883,3,1,2015-06-15,2015-07-03,18
"1691",6825768883,3,2,2015-07-04,2015-08-01,28
"1692",6851045436,2,1,2015-06-24,2015-07-14,20
"1693",6851045436,2,2,2015-07-28,2015-08-18,21
"1694",6872355869,7,1,2015-04-25,2015-04-26,1
"1695",6872355869,7,2,2015-04-26,2015-04-28,2
"1696",6872355869,7,3,2015-04-28,2015-05-04,6
"1697",6872355869,7,4,2015-05-05,2015-05-12,7
"1698",6872355869,7,5,2015-05-14,2015-05-24,10
"1699",6872355869,7,6,2015-05-26,2015-06-19,24
"1700",6887884618,4,1,2015-01-14,2015-02-04,21
"1701",6887884618,4,2,2015-02-05,2015-02-26,21
"1702",6887884618,4,3,2015-03-05,2015-03-26,21
"1703",6896652654,2,1,2015-07-24,2015-08-06,13
"1704",6917193248,2,1,2015-03-17,2015-04-07,21
"1705",6925828638,2,1,2015-05-24,2015-06-12,19
"1706",6932669121,4,1,2015-07-15,2015-07-22,7
"1707",6932669121,4,2,2015-07-22,2015-07-25,3
"1708",6932669121,4,3,2015-07-25,2015-08-05,11
"1709",6964827365,2,1,2015-03-27,2015-04-01,5
"1710",6975724414,3,1,2015-05-21,2015-06-06,16
"1711",6975724414,3,2,2015-06-08,2015-07-01,23
"1712",6980434746,4,1,2015-05-16,2015-06-06,21
"1713",6980434746,4,2,2015-06-13,2015-07-09,26
"1714",6980434746,4,3,2015-07-10,2015-07-26,16
"1715",7020135676,5,1,2015-06-29,2015-07-06,7
"1716",7020135676,5,2,2015-07-07,2015-07-16,9
"1717",7020135676,5,3,2015-07-17,2015-08-01,15
"1718",7020135676,5,4,2015-08-01,2015-08-16,15
"1719",7035285544,7,1,2015-06-02,2015-06-12,10
"1720",7035285544,7,2,2015-06-14,2015-06-17,3
"1721",7035285544,7,3,2015-06-17,2015-07-02,15
"1722",7035285544,7,4,2015-07-03,2015-07-17,14
"1723",7035285544,7,5,2015-07-17,2015-07-31,14
"1724",7035285544,7,6,2015-07-31,2015-08-10,10
"1725",7038032168,4,1,2015-06-13,2015-06-29,16
"1726",7038032168,4,2,2015-06-29,2015-07-13,14
"1727",7038032168,4,3,2015-07-14,2015-08-04,21
"1728",7044315204,2,1,2015-05-11,2015-06-01,21
"1729",7044315204,2,2,2015-07-04,2015-07-18,14
"1730",7054628663,1,1,2015-05-12,2015-06-02,21
"1731",7062861325,5,1,2015-03-06,2015-03-26,20
"1732",7062861325,5,2,2015-03-28,2015-04-13,16
"1733",7062861325,5,3,2015-04-13,2015-05-04,21
"1734",7062861325,5,4,2015-05-05,2015-05-25,20
"1735",7064844459,3,1,2015-06-23,2015-07-17,24
"1736",7064844459,3,2,2015-07-31,2015-08-14,14
"1737",7073326976,4,1,2015-06-02,2015-06-08,6
"1738",7073326976,4,2,2015-06-08,2015-06-24,16
"1739",7073326976,4,3,2015-06-24,2015-07-08,14
"1740",7073326976,4,4,2015-07-08,2015-07-24,16
"1741",7076340710,2,1,2015-03-31,2015-06-10,71
"1742",7079410217,3,1,2015-06-25,2015-07-13,18
"1743",7079410217,3,2,2015-07-13,2015-07-31,18
"1744",7083488094,4,1,2015-04-28,2015-05-10,12
"1745",7083488094,4,2,2015-05-10,2015-05-23,13
"1746",7083488094,4,3,2015-05-23,2015-06-13,21
"1747",7088580488,2,1,2015-07-18,2015-08-09,22
"1748",7091985427,8,1,2015-03-31,2015-04-13,13
"1749",7091985427,8,2,2015-04-14,2015-04-24,10
"1750",7091985427,8,3,2015-04-24,2015-05-13,19
"1751",7091985427,8,4,2015-05-13,2015-05-26,13
"1752",7091985427,8,5,2015-05-26,2015-06-25,30
"1753",7091985427,8,6,2015-06-25,2015-07-26,31
"1754",7091985427,8,7,2015-07-28,2015-08-18,21
"1755",7093035860,4,1,2014-10-08,2014-10-18,10
"1756",7093035860,4,2,2014-10-18,2014-10-25,7
"1757",7093035860,4,3,2014-10-26,2014-11-06,11
"1758",7108459544,1,1,2015-04-16,2015-05-09,23
"1759",7152353641,3,1,2014-09-20,2014-10-05,15
"1760",7152353641,3,2,2014-11-14,2014-11-28,14
"1761",7210723238,4,1,2015-06-10,2015-06-22,12
"1762",7210723238,4,2,2015-06-30,2015-07-22,22
"1763",7210723238,4,3,2015-07-22,2015-08-02,11
"1764",7222539877,3,1,2015-04-16,2015-04-28,12
"1765",7222539877,3,2,2015-04-29,2015-05-05,6
"1766",7228483529,6,1,2015-05-30,2015-06-05,6
"1767",7228483529,6,2,2015-06-05,2015-06-19,14
"1768",7228483529,6,3,2015-06-19,2015-07-03,14
"1769",7228483529,6,4,2015-07-03,2015-07-18,15
"1770",7228483529,6,5,2015-07-18,2015-08-05,18
"1771",7232432889,1,1,2015-07-23,2015-08-07,15
"1772",7258285849,2,1,2014-12-16,2015-01-05,20
"1773",7258291810,2,1,2015-06-28,2015-07-05,7
"1774",7258291810,2,2,2015-07-05,2015-07-17,12
"1775",7268198319,1,1,2015-07-14,2015-08-15,32
"1776",7269987518,7,1,2015-03-03,2015-03-26,23
"1777",7269987518,7,2,2015-04-08,2015-04-21,13
"1778",7269987518,7,3,2015-04-21,2015-05-06,15
"1779",7269987518,7,4,2015-05-06,2015-05-26,20
"1780",7269987518,7,5,2015-05-26,2015-06-11,16
"1781",7269987518,7,6,2015-06-11,2015-06-30,19
"1782",7284641061,9,1,2014-08-21,2014-09-25,35
"1783",7284641061,9,2,2014-11-18,2014-11-28,10
"1784",7284641061,9,3,2014-12-06,2014-12-20,14
"1785",7284641061,9,4,2015-01-02,2015-02-04,33
"1786",7284641061,9,5,2015-02-16,2015-03-01,13
"1787",7284641061,9,6,2015-03-08,2015-03-18,10
"1788",7284641061,9,7,2015-03-18,2015-04-01,14
"1789",7284641061,9,8,2015-04-10,2015-04-15,5
"1790",7289370646,3,1,2015-06-01,2015-06-23,22
"1791",7289370646,3,2,2015-06-24,2015-07-22,28
"1792",7303163256,10,1,2015-04-03,2015-04-14,11
"1793",7303163256,10,2,2015-04-14,2015-04-29,15
"1794",7303163256,10,3,2015-05-02,2015-05-13,11
"1795",7303163256,10,4,2015-05-13,2015-05-27,14
"1796",7303163256,10,5,2015-05-27,2015-06-10,14
"1797",7303163256,10,6,2015-06-10,2015-06-24,14
"1798",7303163256,10,7,2015-06-24,2015-07-04,10
"1799",7303163256,10,8,2015-07-11,2015-07-25,14
"1800",7303163256,10,9,2015-07-25,2015-08-09,15
"1801",7312055154,3,1,2015-07-24,2015-08-02,9
"1802",7312055154,3,2,2015-08-10,2015-08-11,1
"1803",7331238292,9,1,2015-04-27,2015-05-09,12
"1804",7331238292,9,2,2015-05-09,2015-05-13,4
"1805",7331238292,9,3,2015-05-13,2015-05-25,12
"1806",7331238292,9,4,2015-05-26,2015-06-15,20
"1807",7331238292,9,5,2015-06-15,2015-07-05,20
"1808",7331238292,9,6,2015-07-06,2015-07-17,11
"1809",7331238292,9,7,2015-07-17,2015-07-31,14
"1810",7331238292,9,8,2015-07-31,2015-08-14,14
"1811",7333394289,4,1,2015-05-21,2015-05-30,9
"1812",7333394289,4,2,2015-05-31,2015-06-20,20
"1813",7333394289,4,3,2015-06-21,2015-07-09,18
"1814",7336051313,2,1,2015-05-06,2015-05-12,6
"1815",7336338975,9,1,2015-05-30,2015-06-05,6
"1816",7336338975,9,2,2015-06-05,2015-06-11,6
"1817",7336338975,9,3,2015-06-11,2015-06-16,5
"1818",7336338975,9,4,2015-06-17,2015-07-03,16
"1819",7336338975,9,5,2015-07-03,2015-07-10,7
"1820",7336338975,9,6,2015-07-10,2015-08-04,25
"1821",7336338975,9,7,2015-07-23,2015-08-19,27
"1822",7337409978,3,1,2015-04-02,2015-04-20,18
"1823",7337409978,3,2,2015-04-22,2015-05-11,19
"1824",7349042414,5,1,2015-04-25,2015-05-14,19
"1825",7349042414,5,2,2015-05-14,2015-05-23,9
"1826",7349042414,5,3,2015-05-23,2015-06-13,21
"1827",7349042414,5,4,2015-06-13,2015-07-14,31
"1828",7356239267,1,1,2015-04-28,2015-08-15,109
"1829",7357826278,4,1,2014-05-15,2014-06-06,22
"1830",7357826278,4,2,2014-06-08,2014-07-02,24
"1831",7357826278,4,3,2014-07-03,2014-07-21,18
"1832",7359680125,10,1,2015-03-06,2015-03-27,21
"1833",7359680125,10,2,2015-03-27,2015-04-10,14
"1834",7359680125,10,3,2015-04-11,2015-04-28,17
"1835",7359680125,10,4,2015-05-01,2015-05-15,14
"1836",7359680125,10,5,2015-05-16,2015-06-01,16
"1837",7359680125,10,6,2015-06-01,2015-06-12,11
"1838",7359680125,10,7,2015-06-12,2015-07-01,19
"1839",7359680125,10,8,2015-07-02,2015-07-23,21
"1840",7359680125,10,9,2015-07-23,2015-08-12,20
"1841",7371265289,2,1,2015-04-09,2015-04-16,7
"1842",7372142755,13,1,2015-03-29,2015-04-02,4
"1843",7372142755,13,2,2015-04-03,2015-04-08,5
"1844",7372142755,13,3,2015-04-08,2015-04-11,3
"1845",7372142755,13,4,2015-04-12,2015-04-25,13
"1846",7372142755,13,5,2015-04-25,2015-05-14,19
"1847",7372142755,13,6,2015-05-17,2015-06-01,15
"1848",7372142755,13,7,2015-06-02,2015-06-17,15
"1849",7372142755,13,8,2015-06-17,2015-07-01,14
"1850",7372142755,13,9,2015-07-01,2015-07-14,13
"1851",7372142755,13,10,2015-07-14,2015-08-01,18
"1852",7372142755,13,11,2015-07-24,2015-08-15,22
"1853",7377428334,5,1,2015-04-26,2015-05-17,21
"1854",7377428334,5,2,2015-05-30,2015-06-19,20
"1855",7377428334,5,3,2015-06-24,2015-07-20,26
"1856",7377428334,5,4,2015-07-22,2015-08-11,20
"1857",7378814827,14,1,2014-10-01,2014-10-20,19
"1858",7378814827,14,2,2014-10-21,2014-11-12,22
"1859",7378814827,14,3,2014-11-12,2014-12-05,23
"1860",7378814827,14,4,2014-12-07,2014-12-29,22
"1861",7378814827,14,5,2014-12-30,2015-01-20,21
"1862",7378814827,14,6,2015-01-22,2015-02-14,23
"1863",7378814827,14,7,2015-02-20,2015-03-10,18
"1864",7378814827,14,8,2015-03-10,2015-03-28,18
"1865",7378814827,14,9,2015-03-31,2015-04-22,22
"1866",7378814827,14,10,2015-04-22,2015-05-13,21
"1867",7378814827,14,11,2015-05-13,2015-05-28,15
"1868",7378814827,14,12,2015-05-28,2015-06-15,18
"1869",7378814827,14,13,2015-06-15,2015-07-11,26
"1870",7381703622,3,1,2015-07-04,2015-07-12,8
"1871",7381703622,3,2,2015-07-18,2015-07-23,5
"1872",7389317375,7,1,2015-05-31,2015-06-05,5
"1873",7389317375,7,2,2015-06-05,2015-06-17,12
"1874",7389317375,7,3,2015-06-17,2015-06-23,6
"1875",7389317375,7,4,2015-06-23,2015-06-30,7
"1876",7389317375,7,5,2015-07-03,2015-07-23,20
"1877",7389317375,7,6,2015-07-23,2015-08-01,9
"1878",7389317375,7,7,2015-08-01,2015-08-15,14
"1879",7425803316,3,1,2015-06-02,2015-06-23,21
"1880",7425803316,3,2,2015-06-24,2015-07-07,13
"1881",7430130268,8,1,2015-02-28,2015-03-09,9
"1882",7430130268,8,2,2015-03-09,2015-03-24,15
"1883",7430130268,8,3,2015-03-24,2015-04-13,20
"1884",7430130268,8,4,2015-04-13,2015-04-28,15
"1885",7430130268,8,5,2015-04-28,2015-05-26,28
"1886",7430130268,8,6,2015-05-26,2015-07-13,48
"1887",7430130268,8,7,2015-07-13,2015-08-11,29
"1888",7442299181,3,1,2015-03-25,2015-04-08,14
"1889",7442299181,3,2,2015-04-10,2015-04-28,18
"1890",7444746096,5,1,2014-07-02,2014-07-23,21
"1891",7444746096,5,2,2014-07-27,2014-08-17,21
"1892",7444746096,5,3,2014-10-12,2014-11-01,20
"1893",7444746096,5,4,2014-11-01,2014-11-21,20
"1894",7445827446,9,1,2015-05-25,2015-05-27,2
"1895",7445827446,9,2,2015-05-27,2015-06-05,9
"1896",7445827446,9,3,2015-06-05,2015-06-12,7
"1897",7445827446,9,4,2015-06-12,2015-06-19,7
"1898",7445827446,9,5,2015-06-19,2015-07-05,16
"1899",7445827446,9,6,2015-07-05,2015-07-12,7
"1900",7445827446,9,7,2015-07-12,2015-07-25,13
"1901",7445827446,9,8,2015-07-25,2015-08-08,14
"1902",7459525133,5,1,2015-04-09,2015-04-27,18
"1903",7459525133,5,2,2015-05-11,2015-06-02,22
"1904",7459525133,5,3,2015-06-17,2015-07-08,21
"1905",7459525133,5,4,2015-07-08,2015-07-28,20
"1906",7469550321,2,1,2015-06-25,2015-07-13,18
"1907",7470733511,3,1,2015-04-03,2015-04-20,17
"1908",7470733511,3,2,2015-04-21,2015-05-02,11
"1909",7472748908,6,1,2015-04-20,2015-05-03,13
"1910",7472748908,6,2,2015-05-17,2015-06-08,22
"1911",7472748908,6,3,2015-06-08,2015-06-12,4
"1912",7472748908,6,4,2015-06-12,2015-06-13,1
"1913",7472748908,6,5,2015-06-13,2015-06-13,0
"1914",7483594912,3,1,2015-06-11,2015-06-25,14
"1915",7483594912,3,2,2015-06-25,2015-07-11,16
"1916",7493785209,2,1,2015-03-19,2015-04-06,18
"1917",7493785209,2,2,2015-04-08,2015-04-27,19
"1918",7502458411,3,1,2015-04-22,2015-05-12,20
"1919",7502458411,3,2,2015-05-17,2015-06-12,26
"1920",7503162837,4,1,2015-07-16,2015-07-19,3
"1921",7503162837,4,2,2015-07-19,2015-07-29,10
"1922",7503162837,4,3,2015-07-29,2015-08-19,21
"1923",7526661511,3,1,2015-07-20,2015-07-30,10
"1924",7526661511,3,2,2015-08-01,2015-08-15,14
"1925",7526973171,4,1,2015-04-12,2015-04-27,15
"1926",7526973171,4,2,2015-04-27,2015-05-02,5
"1927",7526973171,4,3,2015-05-02,2015-05-06,4
"1928",7540101434,2,1,2014-07-16,2014-08-03,18
"1929",7546148851,7,1,2015-05-13,2015-06-03,21
"1930",7546148851,7,2,2015-06-06,2015-06-20,14
"1931",7546148851,7,3,2015-06-20,2015-07-05,15
"1932",7546148851,7,4,2015-07-06,2015-07-18,12
"1933",7546148851,7,5,2015-07-18,2015-08-01,14
"1934",7546148851,7,6,2015-08-02,2015-08-10,8
"1935",7555552124,5,1,2015-01-08,2015-01-28,20
"1936",7555552124,5,2,2015-01-30,2015-02-19,20
"1937",7555552124,5,3,2015-02-20,2015-03-12,20
"1938",7555552124,5,4,2015-03-12,2015-04-02,21
"1939",7573861449,2,1,2015-02-06,2015-02-27,21
"1940",7573861449,2,2,2015-03-05,2015-03-27,22
"1941",7581223009,2,1,2015-07-08,2015-07-29,21
"1942",7589645523,1,1,2015-07-24,2015-07-31,7
"1943",7598871262,3,1,2015-04-09,2015-04-27,18
"1944",7598871262,3,2,2015-06-26,2015-07-20,24
"1945",7624836270,1,1,2015-07-20,2015-08-10,21
"1946",7640935498,2,1,2014-07-24,2014-09-04,42
"1947",7650974066,12,1,2015-03-04,2015-03-23,19
"1948",7650974066,12,2,2015-03-23,2015-04-13,21
"1949",7650974066,12,3,2015-04-16,2015-04-23,7
"1950",7650974066,12,4,2015-04-24,2015-05-07,13
"1951",7650974066,12,5,2015-05-07,2015-05-21,14
"1952",7650974066,12,6,2015-05-21,2015-06-04,14
"1953",7650974066,12,7,2015-06-04,2015-06-18,14
